live,name,lan,kommun,address,website,phone,products,onSiteSales,tastingRoom,openingHours,season,rating,reviewCount,source,place_id,_source_file
yes,Kustbageriet AB,Halland,Varberg,"Skeppsgatan 10, 432 44 Varberg, Sverige",http://www.kustbageriet.se/,0340-69 03 00,bakat,yes,yes,"måndag: Stängt, tisdag: 07:30–17:30, onsdag: 07:30–17:30, torsdag: 07:30–17:30, fredag: 07:30–17:30, lördag: 07:30–14:00, söndag: Stängt",,4.5,194,google-places:gårdscafé,ChIJQUWyYEEqUEYRijRvX-2zrII,google-places-farms-expansion-2.json
yes,Källsjö Bryggeri AB,Halland,,"Ullaredsvägen 8, 311 62 Ullared, Sverige",http://www.kallsjo.se/,070-424 07 38,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 11:00–14:00, torsdag: Stängt, fredag: Stängt, lördag: 11:00–14:00, söndag: Stängt",,4.5,13,google-places:bryggeri,ChIJQ1l5LDQ7UEYRzhJt_pzpGic,google-places-farms-expansion-2.json
yes,Kärrets Grönsaker,Halland,,"KÄRRET 120, 311 93 Långås, Sverige",http://www.karretsgronsaker.se/,,grönsaker,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.9,15,google-places:gårdsbutik,ChIJIcYhCffNUUYR7iez_Xejv9I,google-places-farms-expansion-2.json
yes,Laxbutiken Restaurang & Konferens,Halland,,"Heberg 109, 311 96 Heberg, Sverige",http://laxbutiken.se/,0346-511 10,fisk,yes,yes,"måndag: 10:00–19:00, tisdag: 10:00–19:00, onsdag: 10:00–19:00, torsdag: 10:00–19:00, fredag: 10:00–19:00, lördag: 10:00–19:00, söndag: 10:00–19:00",,4.4,5654,google-places:gårdsrestaurang,ChIJRdOd4qTJUUYRSVQia4no01c,google-places-farms-expansion-2.json
yes,Lerbergs lunch o gårdscafe,Halland,Kungsbacka,"Lerbergsvägen 127, 434 95 Kungsbacka, Sverige",https://www.lerbergsgardscafe.se/,073-940 03 55,annat,yes,yes,"måndag: 09:00–16:00, tisdag: 09:00–16:00, onsdag: 09:00–16:00, torsdag: 09:00–16:00, fredag: 09:00–16:00, lördag: Stängt, söndag: Stängt",,4.3,94,google-places:gårdscafé,ChIJszITHpvvT0YR4fDFMN8Ej3I,google-places-farms-expansion-2.json
no,Lilla Böslid,Halland,,"Lilla Böslid 146, 305 96 Eldsberga, Sverige",http://lillaboslid.se/,035-465 00,annat,no,no,"måndag: 08:00–16:00, tisdag: 08:00–16:00, onsdag: 08:00–16:00, torsdag: 08:00–16:00, fredag: 08:00–14:00, lördag: Stängt, söndag: Stängt",,4.6,26,google-places:lokal producent mat,ChIJKVjah86fUUYRjevGVrfFckI,google-places-farms-expansion-2.json
no,Lilla Napoli,Halland,Halmstad,"Halmstadvägen 1, 311 45 Falkenberg, Sverige",http://www.lillanapoli.se/,,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 11:30–14:30, 17:00–21:00, fredag: 11:30–14:30, 17:00–21:00, lördag: 11:30–15:00, 16:30–21:00, söndag: 11:30–21:00",,4.7,4555,google-places:gårdsrestaurang,ChIJtSJgH8fOUUYRwjsa0fAJbL0,google-places-farms-expansion-2.json
yes,Lis Mejeri,Halland,,"LIS 102, 311 93 Långås, Sverige",http://www.lismejeri.se/,,mejeri,yes,yes,,,4.6,115,google-places:gårdsrestaurang,ChIJX1Y9INfNUUYR0Sbk2EJpCiU,google-places-farms-expansion-2.json
yes,Lustgårdens Biodling HB,Halland,,"Blåklintsvägen 59, 313 33 Oskarström, Sverige",http://www.lustgarden.biz/,035-17 55 90,grönsaker,no,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.6,20,google-places:odlare gård,ChIJOS33ANe8UUYREEF1O2Js_B0,google-places-farms-expansion-2.json
yes,Lya Gård 101,Halland,,"Lya, 313 93 Slättåkra, Sverige",http://lya101.se/,,annat,yes,no,,,4.9,15,google-places:gårdsbutik,ChIJr_WJOMuxUUYR44vnwpqqRQ4,google-places-farms-expansion-2.json
yes,Långås Potatis & Rotfrukter AB,Halland,,"Ryvägen 17, 311 93 Långås, Sverige",https://www.langas.se/,0346-931 51,grönsaker; frukt,no,no,"måndag: 07:30–16:00, tisdag: 07:30–16:00, onsdag: 07:30–16:00, torsdag: 07:30–16:00, fredag: 07:30–16:00, lördag: Stängt, söndag: Stängt",,4.8,17,google-places:odlare gård,ChIJD7xgYJzNUUYRXckcOwHLzIM,google-places-farms-expansion-2.json
no,Matglädje i Halland,Halland,,"Hakestad 130, 311 61 Ullared, Sverige",http://www.matgladjeihalland.se/,072-522 33 73,annat,yes,yes,,,4.6,10,google-places:gårdsrestaurang,ChIJkXL_voE0UEYR2-C5N4w_NnI,google-places-farms-expansion-2.json
no,Mitt lilla ställe,Halland,,"RÄVINGE BÅRARP 107, 305 77 Getinge, Sverige",http://www.mittlillastalle.blogg.se/,070-957 83 53,annat,yes,yes,,,4.7,14,google-places:gårdscafé,ChIJwewh0Eq5UUYRpt7M2ZQ9zK8,google-places-farms-expansion-2.json
yes,Mostorps Gård,Halland,,"MOSTORPS GÅRD, 305 77 Getinge, Sverige",http://mostorpsgard.se/,073-426 99 33,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–14:00, söndag: Stängt",,4.6,219,google-places:gårdsbutik,ChIJu64kfBK3UUYR1r16KVVISfE,google-places-farms-expansion-2.json
no,Onuba Fika by Rocio,Halland,,"Eftra 430, 311 96 Heberg, Sverige",https://www.instagram.com/fikabyonuba?igsh=MnVxZDZvaHJjNWN5,076-393 60 95,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–17:00, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.9,162,google-places:gårdscafé,ChIJFWOA2EnJUUYRTOdexSBKJlU,google-places-farms-expansion-2.json
no,Perstorp101,Halland,,"Stora BERG perstorp 101, 30576, 305 76 Getinge, Sverige",https://www.perstorp101.se/,070-642 55 17,annat,yes,no,,,4.6,51,google-places:gårdsbutik,ChIJ65Bs5lm3UUYRIwjaOuoYUK8,google-places-farms-expansion-2.json
yes,Pine Brewing Company,Halland,Falkenberg,"Södergatan 81, 311 32 Falkenberg, Sverige",http://www.pinebrewingcompany.se/,0346-123 24,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 17:00–22:00, lördag: 17:00–22:00, söndag: Stängt",,4.6,100,google-places:bryggeri,ChIJE0KQ1YHPUUYRHuPHT5GgbwA,google-places-farms-expansion-2.json
yes,Prästgården Annerstad,Halland,,"Prästgård 1, 341 74 Annerstad, Sverige",http://www.annerstad.com/,076-760 05 59,annat,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 15:00–20:00, lördag: 11:00–20:00, söndag: Stängt",,4.9,100,google-places:lokal producent mat,ChIJ6yzdNy4ZUUYRPwXsP1uCdEg,google-places-farms-expansion-2.json
no,Ragnarssons - ekologiskt naturligtvis,Halland,,"KÄRRAGÄRDE 1, 432 76 Tvååker, Sverige",https://www.ragnarssons.com/,070-376 71 81,annat,yes,yes,,,4.9,22,google-places:gårdsrestaurang,ChIJlU_pk77SUUYRdG2F0wEBbNQ,google-places-farms-expansion-2.json
no,Restaurang Fyr,Halland,Halmstad,"Tjuvahålsvägen 9, 302 73 Halmstad, Sverige",https://restaurangfyr.se/,035-550 01,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 11:30–14:00, 17:30–00:00, torsdag: 11:30–14:00, 17:30–00:00, fredag: 11:30–00:00, lördag: 17:30–00:00, söndag: 11:30–15:00",,4.5,136,google-places:gårdsrestaurang,ChIJQ5_uiqO9UUYRf8aebwt-vmg,google-places-farms-expansion-2.json
yes,"Rit & Målerigården, Butik, utställning & café (våffelstuga vår sommar, helger på hösten) (farmcafé and designshop)",Halland,,"Persbörsvägen 1, 432 76 Tvååker, Sverige",http://www.lenapetersson.se/,070-594 21 00,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 13:00–17:00, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: Stängt",,4.6,99,google-places:gårdscafé,ChIJ9VVd90fTUUYRVcJACIXRDDc,google-places-farms-expansion-2.json
no,Sagocaféet,Halland,Falkenberg,"Torggatan 10, 311 47 Falkenberg, Sverige",https://www.kållegunnarsson.se/falkenbergs-kulinariska/,,annat,yes,yes,"måndag: Stängt, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 11:00–15:00, söndag: Stängt",,4.5,81,google-places:gårdscafé,ChIJI7zUaVfPUUYRcBkJ6MEFHZE,google-places-farms-expansion-2.json
yes,Sikta Stenugnsbageri på gården,Halland,Varberg,"Vare D 47, 432 91 Varberg, Sverige",http://www.siktastenugnsbageri.se/,0340-22 50 15,bakat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 08:00–16:00, söndag: 08:00–16:00",,4.6,219,google-places:gårdscafé,ChIJ01uJkHIrUEYR3wDcqZ5FF6o,google-places-farms-expansion-2.json
no,Skrea Matbruk,Halland,Falkenberg,"Skrea Bondagård 206, 311 97 Falkenberg, Sverige",http://skreamatbruk.se/,076-030 71 08,annat,yes,yes,,,4.6,217,google-places:gårdsrestaurang,ChIJlbBuvPrJUUYR2OHtCqlmac4,google-places-farms-expansion-2.json
yes,Skrea Ost,Halland,Falkenberg,"Skrea Kullagård 301, 311 92 Falkenberg, Sverige",https://skreaost.se/,070-828 36 50,mejeri,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 14:00–17:00, fredag: 14:00–17:00, lördag: 10:00–13:00, söndag: Stängt",,4.5,120,google-places:gårdsbutik,ChIJTVrBKQXJUUYR0G-5IqGlKEM,google-places-farms-expansion-2.json
no,Skånskan,Halland,Halmstad,"Storgatan 40, 302 43 Halmstad, Sverige",http://www.skanskan.nu/,035-21 24 07,annat,yes,yes,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 10:00–16:00, söndag: 11:00–16:00",,4.4,510,google-places:gårdscafé,ChIJ47x6ezujUUYRB5yEnCJyyyQ,google-places-farms-expansion-2.json
no,Snabbgross – Varberg,Halland,Varberg,"Lassabackavägen 9, 432 40 Varberg, Sverige",https://www.snabbgross.se/,0340-20 51 20,annat,no,no,"måndag: 07:00–18:00, tisdag: 07:00–18:00, onsdag: 07:00–18:00, torsdag: 07:00–18:00, fredag: 07:00–18:00, lördag: 08:00–14:00, söndag: 08:00–12:00",,4.6,48,google-places:lokal producent mat,ChIJwXNhVyQqUEYRSrHzFNNHt6Y,google-places-farms-expansion-2.json
yes,Solhaga Stenugnsbageri,Halland,,"Ågatan 2, 311 68 Slöinge, Sverige",http://www.solhagastenugnsbageri.se/,0346-815 00,bakat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 08:00–16:00, söndag: 08:00–16:00",,4.7,1102,google-places:gårdscafé,ChIJRXM1d7C3UUYR2FopXyptSE0,google-places-farms-expansion-2.json
no,Sonjas Veranda,Halland,,"Järnvägsgatan 2B, 432 78 Tvååker, Sverige",http://sonjasveranda.se/,0340-170 05,annat,yes,yes,"måndag: 09:00–17:00, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 09:00–16:00, söndag: 09:00–16:00",,4.4,763,google-places:gårdscafé,ChIJm2uQIJEtUEYRCnk95wtDAhs,google-places-farms-expansion-2.json
no,Spiseriet,Halland,Varberg,"Vare 47 Johnssons Gård, 432 91 Varberg, Sverige",http://www.spiseriet.se/,0340-157 77,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:30–15:00, lördag: 11:30–15:00, söndag: 11:30–15:00",,4.5,477,google-places:gårdsrestaurang,ChIJqwihFmgrUEYRgm2_V-BnpgU,google-places-farms-expansion-2.json
yes,Stensjö Ägg,Halland,,"LILLA STENSJÖ 203, 311 69 Ugglarp, Sverige",https://godegarden.se/stensjo-agg/,076-779 15 15,ägg,no,no,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 07:00–17:00, söndag: 07:00–17:00",,5,6,google-places:lokal producent mat,ChIJSc1GGzC5UUYR1_7-UIqet8s,google-places-farms-expansion-2.json
no,Storköksgrossisten - Halmstad,Halland,Halmstad,"Svetsaregatan 16, 302 50 Halmstad, Sverige",https://skg.se/stad/halmstad/,035-10 22 34,annat,no,no,"måndag: 07:30–16:30, tisdag: 07:30–16:30, onsdag: 07:30–16:30, torsdag: 07:30–16:30, fredag: 07:30–16:30, lördag: Stängt, söndag: 10:00–14:00",,4.7,21,google-places:lokal producent mat,ChIJj3UJGf6iUUYRPwfBC8vSKAU,google-places-farms-expansion-2.json
yes,Strandlida Bryggeri,Halland,Halmstad,"Kristinebergsvägen, 302 41 Halmstad, Sverige",http://www.strandlida.se/,070-536 05 95,öl,no,yes,,,4.8,4,google-places:bryggeri,ChIJT08NzN28UUYRcx0hWDnpbpM,google-places-farms-expansion-2.json
no,Stålboms konditori,Halland,Falkenberg,"Arvidstorpsvägen 20, 311 34 Falkenberg, Sverige",http://www.stalboms.se/,0346-130 92,annat,yes,yes,"måndag: 06:00–18:00, tisdag: 06:00–18:00, onsdag: 06:00–18:00, torsdag: 06:00–18:00, fredag: 06:00–18:00, lördag: 07:00–17:00, söndag: 07:00–17:00",,4.5,1633,google-places:gårdscafé,ChIJHaptxpTOUUYRwMeRzKd5m2E,google-places-farms-expansion-2.json
yes,Subbe Bryggeri AB,Halland,Varberg,"Vare 47E, 432 91 Varberg, Sverige",http://subbebryggeri.se/,0340-77 97 67,öl,no,yes,,,5,10,google-places:bryggeri,ChIJ__Jobk0rUEYR7exwA5ukvLA,google-places-farms-expansion-2.json
yes,Susegård Gårdsförsäljning,Halland,Halmstad,"Susegård 434, 305 91 Halmstad, Sverige",https://www.susegard.se/,070-363 04 12,annat,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt",,4.7,44,google-places:gårdsbutik,ChIJA294tkW8UUYRqFmP3tRwOmY,google-places-farms-expansion-2.json
no,Suseå Choklad & Deli,Halland,Falkenberg,"Nygatan 38, 311 31 Falkenberg, Sverige",http://www.suseachoklad.se/,0346-599 95,annat,no,no,"måndag: 11:00–18:00, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 10:00–15:00, söndag: Stängt",,4.6,70,google-places:lokal producent mat,ChIJ5ypZMMDOUUYRN9OqZmCWnNg,google-places-farms-expansion-2.json
yes,Särdal Andersgård,Halland,,"305 72 Harplinge, Sverige",http://www.andersgard.n.nu/,070-203 10 15,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,5,6,google-places:gårdsbutik,ChIJX6zLLSq5UUYRHj56Q5UQsQA,google-places-farms-expansion-2.json
yes,Särdals kvarn,Halland,,"Särdal 110, 305 72 Steninge, Sverige",http://www.sardalskvarn.se/,035-520 29,annat,yes,yes,"måndag: 12:00–16:00, tisdag: Stängt, onsdag: Stängt, torsdag: 12:00–16:00, fredag: 12:00–16:00, lördag: 12:00–16:00, söndag: 12:00–16:00",,4.3,479,google-places:gårdscafé,ChIJgUQ88ie5UUYRDsTfaedVV54,google-places-farms-expansion-2.json
no,Söderfamiljen,Halland,Halmstad,"Södra Vägen 35, 302 90 Halmstad, Sverige",http://www.söderfamiljen.se/,072-006 32 51,annat,yes,yes,"måndag: Stängt, tisdag: 11:00–16:30, onsdag: 11:00–16:30, torsdag: 11:00–16:30, fredag: 11:00–16:30, lördag: 10:00–17:00, söndag: Stängt",,4.4,602,google-places:gårdsrestaurang,ChIJQbhE6CCjUUYRr9AbhE8gSEc,google-places-farms-expansion-2.json
no,Söderpiren,Halland,Halmstad,"Småbåtsgatan 4, 302 90 Halmstad, Sverige",http://www.söderpiren.se/,076-342 91 44,annat,yes,yes,"måndag: 11:00–16:00, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 09:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.4,813,google-places:gårdscafé,ChIJP7-FDtmiUUYRaWdLWQo5FR4,google-places-farms-expansion-2.json
yes,Timjans Brygghus,Halland,Halmstad,"Heagårds Egendom 303A, 305 91 Halmstad, Sverige",http://www.timjansbrygghus.se/,076-024 09 38,öl,no,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 15:00–19:00, lördag: 13:00–17:00, söndag: Stängt",,4.4,8,google-places:bryggeri,ChIJUf0qXOi9UUYRR1JDCFDN5Yk,google-places-farms-expansion-2.json
yes,Tiraholms Fisk,Halland,,"Tiraholm, 310 83 Unnaryd, Sverige",http://www.tiraholm.se/,0371-640 00,fisk,yes,yes,,,4.6,1819,google-places:gårdsrestaurang,ChIJR-D9t7PjUEYR-awaev5yImU,google-places-farms-expansion-2.json
yes,Trädgårdscafé,Halland,Halmstad,"Onsjö, 305 91 Halmstad, Sverige",https://www.susegard.se/,070-363 04 12,grönsaker,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 13:00–17:00, torsdag: 13:00–17:00, fredag: Stängt, lördag: Stängt, söndag: Stängt",,3.7,3,google-places:gårdscafé,ChIJDZTphbe9UUYRhi39Zb7W1h4,google-places-farms-expansion-2.json
yes,Trädgårdscompaniet AB,Halland,,"Klövervägen 1C, 305 72 Haverdal, Sverige",http://www.tradgardscompaniet.se/,035-520 06,grönsaker,no,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: 10:00–15:00",,4.6,23,google-places:odlare gård,ChIJQzmzhS25UUYREa7xxywjsq4,google-places-farms-expansion-2.json
yes,Tångagård,Halland,Falkenberg,"Lastad, Tångagård 256, 311 95 Falkenberg, Sverige",http://www.tangagard.se/,070-891 05 88,annat,yes,no,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt",,4.5,48,google-places:gårdsbutik,ChIJmRx_KvDMUUYRRlTDivGj9R8,google-places-farms-expansion-2.json
no,Ulvereds Hjorthägn,Halland,Laholm,"Ulvered 108, 312 92 Laholm, Sverige",http://www.ulvereds.se/,0430-930 62,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 16:30–21:00, lördag: 16:30–21:00, söndag: Stängt",,4.6,139,google-places:gårdsbutik,ChIJido7V8MLUUYRu9rKwoElPYs,google-places-farms-expansion-2.json
yes,Vilshärads Gårdsbutik,Halland,,"305 65 Villshärad, Sverige",http://www.vilsharadsgardsbutik.se/,070-825 92 78,annat,yes,no,,,4.5,42,google-places:gårdsbutik,ChIJf66QHYy9UUYRrubZNSN_QK4,google-places-farms-expansion-2.json
no,Vindhästar,Halland,,"Folkared Tuvagård 4, 311 93 Långås, Sverige",http://www.vindhastar.se/,0340-20 50 20,annat,yes,yes,,,4.6,12,google-places:gårdsrestaurang,ChIJf8UOgdnMUUYRnXcXQVnQmFE,google-places-farms-expansion-2.json
yes,VJ Vilt Nissaryd AB,Halland,Hylte,"Nissaryd, 314 91 Hyltebruk, Sverige",https://www.facebook.com/VJ-Vilt-Nissaryd-AB-2029463424026111,073-507 79 82,kött,yes,yes,"måndag: Stängt, tisdag: 11:00–16:00, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–17:00, lördag: Stängt, söndag: Stängt",,4.7,90,google-places:gårdsrestaurang,ChIJoWgVZH__UEYRWtKw5D4w16E,google-places-farms-expansion-2.json
yes,Västkustägg i Halmstad AB,Halland,,"Nydalagatan 322, 305 97 Eldsberga, Sverige",http://www.vastkustagg.se/,035-421 01,ägg,no,no,"måndag: 07:00–16:00, tisdag: 07:00–16:00, onsdag: 07:00–16:00, torsdag: 07:00–16:00, fredag: 07:00–15:00, lördag: Stängt, söndag: Stängt",,4.3,22,google-places:lokal producent mat,ChIJ0fBK0XyfUUYRLVXV1xqmNxs,google-places-farms-expansion-2.json
yes,Wapnö Gårdsbutik,Halland,Halmstad,"Wapnö Gård 215, 305 91 Halmstad, Sverige",http://www.wapnogardsbutik.se/,035-299 03 61,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt",,4.1,27,google-places:gårdsbutik,ChIJ5eyDnIu7UUYRhfXhHUsBzus,google-places-farms-expansion-2.json
no,Warberg Tomateria,Halland,Varberg,"Gunnestorp 8, 432 95 Varberg, Sverige",http://warbergtomateria.se/,0340-106 80,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 08:00–14:00, söndag: Stängt",,4.4,465,google-places:gårdsrestaurang,ChIJa7e4CrQpUEYRT-9sFvOAR8Y,google-places-farms-expansion-2.json
yes,Wessingekälla Brygghus,Halland,,"STATIONSPLAN 1, 312 45 Veinge, Sverige",http://www.wessingekalla.se/,,öl,no,yes,,,5,3,google-places:bryggeri,ChIJ0aWepHZ1UUYRJZUvU3xPUJw,google-places-farms-expansion-2.json
no,Annes Husman,Jönköping,Jönköping,"Fridhemsvägen 29, 553 02 Jönköping, Sverige",http://anneshusman.se/,036-10 05 40,annat,yes,yes,"måndag: 06:45–14:30, tisdag: 06:45–14:30, onsdag: 06:45–14:30, torsdag: 06:45–14:30, fredag: 06:45–14:30, lördag: Stängt, söndag: Stängt",,4.4,170,google-places:gårdsrestaurang,ChIJVVVVVW5yWkYRdau4NV08t44,google-places-farms-expansion-3.json
no,Annes Husman Torsvik AB,Jönköping,Jönköping,"Kylvägen 4, 556 52 Jönköping, Sverige",http://www.anneshusman.se/,036-10 05 40,annat,yes,yes,"måndag: 07:00–14:30, tisdag: 07:00–14:30, onsdag: 07:00–14:30, torsdag: 07:00–14:30, fredag: 07:00–14:30, lördag: Stängt, söndag: Stängt",,4.3,421,google-places:gårdsrestaurang,ChIJtwpYwp5zWkYR3r2Q-biVtEE,google-places-farms-expansion-3.json
no,AQUA Dinner & Drinks,Jönköping,Jönköping,"Barnarpsgatan 24, 553 16 Jönköping, Sverige",http://www.aquadinner.se/,036-12 00 99,annat,yes,yes,"måndag: 11:30–14:30, 17:00–22:00, tisdag: 11:30–14:30, 17:00–22:00, onsdag: 11:30–14:30, 17:00–22:00, torsdag: 11:30–14:30, 17:00–22:00, fredag: 11:30–23:00, lördag: 12:00–23:00, söndag: 12:00–20:00",,4.4,924,google-places:gårdsrestaurang,ChIJVyD70ettWkYRawODuCIKTvg,google-places-farms-expansion-3.json
no,Bada Bing City,Jönköping,Jönköping,"Östra Storgatan 82, 553 21 Jönköping, Sverige",https://badabingburger.se/,036-30 03 33,annat,yes,yes,"måndag: 11:30–21:00, tisdag: 11:30–21:00, onsdag: 11:30–21:00, torsdag: 11:30–21:00, fredag: 11:30–22:00, lördag: 12:00–22:00, söndag: 12:00–21:00",,4.4,1754,google-places:gårdsrestaurang,ChIJOUASspdtWkYRV2d0_0zQ83A,google-places-farms-expansion-3.json
no,Bernards Konditori,Jönköping,Jönköping,"Kyrkogatan 12, 553 16 Jönköping, Sverige",http://www.dittcafe.se/,036-71 11 21,annat,yes,no,"måndag: 07:30–18:00, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 09:00–17:00, söndag: Stängt",,4,466,google-places:gårdsbutik,ChIJtX7US-ptWkYRxQ1Js2ls5R4,google-places-farms-expansion-3.json
no,Blackstone Steakhouse Jönköping,Jönköping,Jönköping,"Tändsticksgränd 8, 553 15 Jönköping, Sverige",https://www.blackstonesteakhouse.se/restauranger/jonkoping/,036-330 05 31,annat,yes,yes,"måndag: 16:00–23:00, tisdag: 16:00–23:00, onsdag: 16:00–23:00, torsdag: 16:00–23:00, fredag: 16:00–23:00, lördag: 13:00–23:00, söndag: 13:00–22:00",,4.4,803,google-places:gårdsrestaurang,ChIJqaKycAFtWkYRFiY3KkgyG9Y,google-places-farms-expansion-3.json
no,Blåhed Gastronomi,Jönköping,Jönköping,"Trädgårdsgatan 9, 553 16 Jönköping, Sverige",https://blahed.se/,073-300 30 81,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–15:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–14:00, söndag: Stängt",,4.6,106,google-places:gårdsrestaurang,ChIJ21RJXultWkYROSNs7Rs7hY8,google-places-farms-expansion-3.json
no,Boutique Lykka (Lykka Mode & Interiör),Jönköping,Jönköping,"Östra Storgatan 25-27, 553 21 Jönköping, Sverige",https://boutiquelykka.se/,,annat,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt",,3.8,32,google-places:gårdsbutik,ChIJR2tFKrFtWkYR85U0GZl-un4,google-places-farms-expansion-3.json
no,Brasserie Park,Jönköping,Jönköping,"Kyrkogatan 6, 553 16 Jönköping, Sverige",http://www.brasseriepark.se/,036-71 99 99,annat,yes,yes,"måndag: 11:30–23:00, tisdag: 11:30–23:00, onsdag: 11:30–23:00, torsdag: 11:30–23:00, fredag: 11:30–01:00, lördag: 12:00–01:00, söndag: Stängt",,4.1,541,google-places:gårdsrestaurang,ChIJCyMzRuptWkYRAKKeR7X5kpY,google-places-farms-expansion-3.json
no,Brooklyn Burger City,Jönköping,Jönköping,"Trädgårdsgatan 23, 553 16 Jönköping, Sverige",http://brooklynburger.se/,036-71 40 50,annat,yes,yes,"måndag: 11:30–22:00, tisdag: 11:30–22:00, onsdag: 11:30–22:00, torsdag: 11:30–22:00, fredag: 11:30–03:00, lördag: 12:00–03:00, söndag: 12:00–22:00",,4.2,677,google-places:gårdsrestaurang,ChIJpYQEfultWkYRhVp2tHV4hXU,google-places-farms-expansion-3.json
yes,Bryggan Café & Bistro,Jönköping,Jönköping,"Södra Strandgatan 8, 553 20 Jönköping, Sverige",https://bryggancafebistro.se/,036-12 30 60,öl,no,yes,"måndag: 08:00–22:00, tisdag: 08:00–22:00, onsdag: 08:00–22:00, torsdag: 08:00–22:00, fredag: 08:00–23:00, lördag: 09:00–23:00, söndag: 09:00–20:00",,4.2,1074,google-places:bryggeri,ChIJUZ1z3-ptWkYRjwTes0rtCJY,google-places-farms-expansion-3.json
