live,name,lan,kommun,address,website,phone,products,onSiteSales,tastingRoom,openingHours,season,rating,reviewCount,source,place_id,_source_file
yes,Abbes Mejeri,Blekinge,Ronneby,"Kungsgatan 8E, 372 30 Ronneby, Sverige",https://www.facebook.com/abbesmejerii,076-935 39 36,mejeri,no,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–16:00, söndag: Stängt",,4.8,55,google-places:gårdsmejeri,ChIJp2J7FaRlVkYRXvA08ZDoWkA,google-places-farms-expansion-2.json
no,Alfreds Café & Pub,Blekinge,,"0735259499, Bräknevägen 17, 372 61 Bräkne-Hoby, Sverige",https://uteserveringar.eu/blekinge/brakne-hoby/alfreds-cafe-pub-i-brakne-hoby-njut-av-deras-uteservering-info-kontakt/,0457-806 41,annat,yes,yes,"måndag: 11:30–14:00, tisdag: 11:30–14:00, onsdag: 11:30–14:00, torsdag: 11:30–14:00, fredag: 11:30–14:00, lördag: Stängt, söndag: Stängt",,4.5,166,google-places:gårdscafé,ChIJe_jq2M-JVkYRIAI9xjOoocI,google-places-farms-expansion-2.json
yes,Andréns Bageri Sturkö,Blekinge,,"Kyrkvägen 22, 373 61 Sturkö, Sverige",http://www.andrensbageri.se/,0455-420 07,bakat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 07:00–12:00, söndag: Stängt",,4.8,254,google-places:gårdscafé,ChIJeZw0_oESVkYRcd_Hz404XF0,google-places-farms-expansion-2.json
no,ANTONIO'S,Blekinge,Karlskrona,"Borgmästarekajen 34A, 371 57 Karlskrona, Sverige",http://www.antonios.se/,0455-34 90 90,annat,yes,yes,"måndag: 11:30–14:30, tisdag: 11:30–14:30, 16:00–22:00, onsdag: 11:30–14:30, 16:00–22:00, torsdag: 11:30–14:30, 16:00–22:00, fredag: 11:30–14:30, 16:00–23:00, lördag: 12:00–23:00, söndag: Stängt",,4.5,938,google-places:gårdscafé,ChIJE3XPzQNtVkYR-bI1-X2MjQ0,google-places-farms-expansion-2.json
yes,Aspö mad vin & café,Blekinge,,"Aspö Madsviken, 373 64 Drottningskär, Sverige",https://aspomad.se/,070-814 31 58,vin,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 17:00–22:00, lördag: 17:00–22:00, söndag: Stängt",,4.5,17,google-places:gårdscafé,ChIJRYnKdABtVkYRfImGABpETYU,google-places-farms-expansion-2.json
no,Atria Sverige AB,Blekinge,Sölvesborg,"Furumovägen 110, 294 76 Sölvesborg, Sverige",http://www.atria.se/,010-482 30 00,annat,no,no,"måndag: 11:00–16:30, tisdag: 11:00–16:30, onsdag: 11:00–16:30, torsdag: 11:00–16:30, fredag: 11:00–16:30, lördag: Stängt, söndag: Stängt",,4.4,109,google-places:lokal producent mat,ChIJgcEBREScVkYR8cHmuAOqGFU,google-places-farms-expansion-2.json
yes,Attanäs Gård,Blekinge,,"pl 362, Jämjö kyrka, 373 75 Jämjö, Sverige",http://www.attanasgard.se/,073-425 71 72,annat,yes,no,"måndag: 11:00–18:00, tisdag: 11:00–18:00, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 11:00–18:00, söndag: 11:00–18:00",,4.6,30,google-places:gårdsbutik,ChIJA8YpNEQXVkYRYw5cAHdAgSk,google-places-farms-expansion-2.json
no,Bergslagskrogen,Blekinge,Ronneby,"Reddvägen 16, 372 73 Ronneby, Sverige",http://bergslagskrogen.nu/,0457-151 50,annat,yes,yes,"måndag: 11:00–14:30, tisdag: 11:00–14:30, onsdag: 11:00–14:30, torsdag: 11:00–14:30, fredag: 11:00–14:30, lördag: 11:00–14:30, söndag: 11:00–14:30",,4.2,415,google-places:gårdsrestaurang,ChIJeVUvcnBkVkYRKfM0XNjvFLw,google-places-farms-expansion-2.json
no,Biobaren,Blekinge,Karlskrona,"Ronnebygatan 28, 371 13 Karlskrona, Sverige",http://www.biobaren.se/,0455-414 00,annat,yes,yes,"måndag: 16:00–22:00, tisdag: 11:30–14:00, 16:00–23:00, onsdag: 11:30–14:00, 16:00–23:00, torsdag: 11:30–14:00, 16:00–23:00, fredag: 11:30–14:00, 16:00–01:00, lördag: 16:00–01:00, söndag: 16:00–21:30",,4.3,842,google-places:gårdscafé,ChIJsXK2EFVsVkYRbHX1mFUEfoc,google-places-farms-expansion-2.json
no,Birgittas Café & Lanthandel,Blekinge,Ronneby,"Kalvhagsvägen 2, 372 90 Ronneby, Sverige",https://birgittascafeochlanthandel.se/,070-856 25 12,annat,yes,no,"måndag: Stängt, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 08:00–16:00, söndag: Stängt",,4.9,62,google-places:gårdsbutik,ChIJ3X35a1FjVkYRW6wLNOu7gVk,google-places-farms-expansion-2.json
yes,Bistro Bakgården,Blekinge,Ronneby,"Västra Torggatan 3, 372 30 Ronneby, Sverige",http://www.bistrobakgarden.se/,0457-63 52 35,annat,yes,yes,"måndag: 11:00–20:00, tisdag: 11:00–22:00, onsdag: 11:00–22:00, torsdag: 11:00–22:00, fredag: 11:00–01:00, lördag: 12:00–00:00, söndag: Stängt",,4.2,494,google-places:gårdscafé,ChIJn8DmZ3pkVkYRvYLCbvpVix4,google-places-farms-expansion-2.json
no,Bistro Skeppsgossen,Blekinge,Karlskrona,"Bastionsgatan, 371 32 Karlskrona, Sverige",http://www.bistroskeppsgossen.se/,0455-60 61 62,annat,yes,yes,"måndag: Stängt, tisdag: 10:00–16:00, onsdag: 10:00–16:00, torsdag: 10:00–16:00, fredag: 10:00–16:00, lördag: 10:00–16:00, söndag: 10:00–16:00",,4.2,653,google-places:gårdscafé,ChIJLXN7af5sVkYRKgEwbafl3CY,google-places-farms-expansion-2.json
no,Bistro Utkiken,Blekinge,Karlskrona,"Kärleksstigen 7, 371 56 Karlskrona, Sverige",http://www.bistroutkiken.se/,0455-152 52,annat,yes,yes,"måndag: 11:00–15:00, tisdag: 11:00–15:00, onsdag: 11:00–15:00, torsdag: 11:00–15:00, fredag: 11:00–15:00, lördag: Stängt, söndag: Stängt",,4.2,574,google-places:gårdscafé,ChIJhZNHglhsVkYR7XszNIfZ5lc,google-places-farms-expansion-2.json
yes,Björketorps Gård - Mjölkbutik (kl 8-20) och Glasscafé (juni-augusti kl 11-18),Blekinge,,"Björketorpsvägen 17, 372 95 Johannishus, Sverige",https://www.bjorketorpsgard.se/,070-531 38 28,mejeri,yes,no,,,4.6,437,google-places:gårdsbutik,ChIJ_V9Q7eplVkYRU3ca2-srXs8,google-places-farms-expansion-2.json
yes,Blekinge Fruktträd Plantskola,Blekinge,,"Nötabråne 28, 374 91 Asarum, Sverige",http://blekingefrukttradplantskola.se/,076-247 71 60,grönsaker; frukt,no,no,,,4.7,12,google-places:odlare gård,ChIJIdL0X8uPVkYRoxhnJ1n7DNU,google-places-farms-expansion-2.json
no,Blekingeplantan,Blekinge,,"Gamla landsvägen 41, 373 31 Nättraby, Sverige",http://blekingeplantan.se/,0455-473 00,annat,yes,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–16:00, söndag: 10:00–16:00",,4.4,334,google-places:gårdsbutik,ChIJJ-7ifKtuVkYRZlxWH56SiGo,google-places-farms-expansion-2.json
no,Blomlöfs på Saltö,Blekinge,Karlskrona,"Saltö fiskhamn, 371 37 Karlskrona, Sverige",https://blomlofs.se/salto,0455-817 58,annat,yes,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–15:00, söndag: Stängt",,4.5,945,google-places:gårdsbutik,ChIJ1z8k3KNtVkYRyV788k8ZVg0,google-places-farms-expansion-2.json
yes,Bottnansmåla Gård,Blekinge,,"Bottnansmåla 105, 373 44 Rödeby, Sverige",http://www.bottnansmala.se/,070-362 85 08,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–19:00, fredag: Stängt, lördag: 11:00–15:00, söndag: Stängt",,4.7,11,google-places:gårdsbutik,ChIJ4880BMhDVkYRSLeMPdXAOoI,google-places-farms-expansion-2.json
yes,Bredaviks Örtagård,Blekinge,,"Lösen Hässlelyckans gårdsbutik 123, 371 94 Lyckeby, Sverige",http://www.bredaviksortagard.se/,070-981 21 51,annat,yes,no,,,4,6,google-places:gårdsbutik,ChIJWZ-iQo8SVkYRAZF0qEf7unc,google-places-farms-expansion-2.json
no,Brofästet by Heavy MetAle,Blekinge,Sölvesborg,"HAMNGATAN BRYGGPLATS 613, 294 31 Sölvesborg, Sverige",https://www.facebook.com/share/1JLvPntyQE/?mibextid=wwXIfr,076-318 15 63,annat,no,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 12:00–22:00, lördag: 10:00–22:00, söndag: 10:00–16:00",,4.5,22,google-places:lokal producent mat,ChIJ7Q08EhEhVEYRV-IQ7kffSlM,google-places-farms-expansion-3.json
yes,Bryggerifabriken Fd Bryggeri Skeppsgossen,Blekinge,Karlskrona,"Gullbernavägen 7, 371 47 Karlskrona, Sverige",http://bryggerifabriken.se/,,öl,no,yes,,,4.4,7,google-places:bryggeri,ChIJlf6vjYRsVkYRubOF6TUkjGI,google-places-farms-expansion-2.json
yes,Brygghus 19,Blekinge,Karlshamn,"Västra kajen 8F, 374 31 Karlshamn, Sverige",http://www.brygghus19.se/,070-919 19 50,öl,no,yes,,,4.7,19,google-places:bryggeri,ChIJIZgbeBuFVkYRlv_9OZkDkzs,google-places-farms-expansion-2.json
yes,Brödhultsgården Ab,Blekinge,,"Brödhultsvägen 40, 293 94 Kyrkhult, Sverige",https://www.brodhultsgarden.se/,070-565 59 22,bakat,yes,no,"måndag: 15:00–18:00, tisdag: 14:00–17:00, onsdag: 14:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–14:00, söndag: Stängt",,4.2,28,google-places:gårdsbutik,ChIJqQYYNee9VkYRhfkXiU0GM8Q,google-places-farms-expansion-2.json
no,Butik Öljersjö,Blekinge,,"Öljersjö Gård, 371 94 Lyckeby, Sverige",http://www.butikoljersjogard.se/,070-837 78 76,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: 11:00–18:00, torsdag: 11:00–18:00, fredag: 11:00–18:00, lördag: 11:00–15:00, söndag: 11:00–15:00",,4.3,56,google-places:gårdsbutik,ChIJU1TqdF8TVkYRT5GCx2NrebQ,google-places-farms-expansion-2.json
no,Byn,Blekinge,Karlskrona,"Karlskronavägen 28, 372 30 Ronneby, Sverige",https://bynronneby.se/,072-502 03 25,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 17:00–22:00, torsdag: 17:00–22:00, fredag: 17:00–23:00, lördag: 17:00–23:00, söndag: Stängt",,5,47,google-places:gårdsrestaurang,ChIJ6ZEk5a1lVkYRQ80W4EcXwZ0,google-places-farms-expansion-2.json
no,Café 3G,Blekinge,Karlskrona,"Landbrogatan 9, 371 34 Karlskrona, Sverige",https://cafe3g.se/,0455-31 03 33,annat,yes,yes,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–19:00, lördag: 09:00–19:00, söndag: 09:00–18:00",,4,511,google-places:gårdscafé,ChIJn-A6fVNsVkYRuACgL1NPnyI,google-places-farms-expansion-2.json
no,Cafe Mandeltårtan B&B,Blekinge,Ronneby,"Fridhemsvägen 2, 372 38 Ronneby, Sverige",http://www.mandeltartan.se/,0457-109 99,annat,yes,no,"måndag: Stängt, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–16:00, söndag: 10:00–16:00",,4.4,1148,google-places:gårdsförsäljning,ChIJw7SPnIpkVkYRf3xaN2EWE84,google-places-farms-expansion-2.json
no,Café Nyfiket,Blekinge,Karlskrona,"Borgmästaregatan 19, 371 15 Karlskrona, Sverige",https://cafenyfiket.com/,0455-109 78,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 12:00–16:00, lördag: 12:00–16:00, söndag: 12:00–16:00",,3.4,32,google-places:gårdscafé,ChIJVVUxW1NsVkYRpUBSsiBmSeA,google-places-farms-expansion-2.json
no,Café Sött & Salt,Blekinge,,"Kristianopel Hamn, 373 78 Fågelmara, Sverige",http://www.sottosalt.se/,070-639 60 63,annat,yes,yes,"måndag: 10:30–17:30, tisdag: Stängt, onsdag: Stängt, torsdag: 10:30–17:30, fredag: 10:30–20:30, lördag: 10:30–20:30, söndag: 10:30–17:30",,4.4,1069,google-places:gårdsrestaurang,ChIJkV0z6b4iVkYRrPV-0Dpj0fE,google-places-farms-expansion-2.json
no,Cozy Kitchen - Bistro & Catering,Blekinge,Karlskrona,"Landbrogatan 1, 371 34 Karlskrona, Sverige",http://www.cozykitchen.se/,076-855 05 50,annat,yes,yes,"måndag: 11:30–14:00, tisdag: 11:30–14:00, onsdag: 11:30–14:00, torsdag: 11:30–14:00, fredag: 11:30–14:00, lördag: Stängt, söndag: Stängt",,4.4,167,google-places:gårdscafé,ChIJC4F7clNsVkYRjM-0DAB0N-M,google-places-farms-expansion-2.json
no,Dilkhush Indisk Restaurang & Wok,Blekinge,Karlskrona,"Karlskronavägen 23B, 372 29 Ronneby, Sverige",https://dilkhush.se/?fbclid=IwAR2SRQjRag_9BazcSqJU-4TQYqu10hY5NQGdf0wA3C3HSkLTF_ZNgStGh04,0457-669 40,annat,yes,yes,"måndag: 11:00–20:00, tisdag: 11:00–20:00, onsdag: 11:00–20:00, torsdag: 11:00–20:00, fredag: 11:00–22:00, lördag: 13:00–22:00, söndag: 13:00–22:00",,4.1,494,google-places:gårdsrestaurang,ChIJ9bZycXpkVkYRxuq7LddhPAQ,google-places-farms-expansion-2.json
yes,Domingos Gårdsbutik,Blekinge,Sölvesborg,"Truttagårdsvägen 2, 294 91 Sölvesborg, Sverige",https://instagram.com/0procentbonde?igshid=jibttheoylb1,,annat,yes,no,"måndag: 08:00–20:00, tisdag: 08:00–20:00, onsdag: 08:00–20:00, torsdag: 08:00–20:00, fredag: 08:00–20:00, lördag: 08:00–20:00, söndag: 08:00–20:00",,4.7,33,google-places:gårdsbutik,ChIJKdnGubonVEYR2rXCxMAJ9sM,google-places-farms-expansion-2.json
yes,Ekne Gårds Frukt & Grönt AB,Blekinge,,"Pukaviksvägen 529, 293 92 Jämshög, Sverige",https://eknegard.se/,0454-38 38 50,frukt,yes,no,"måndag: 09:00–17:00, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 10:00–14:00, söndag: Stängt",,4.6,59,google-places:gårdsförsäljning,ChIJPfTAI7SiVkYRJ0qOONPeMJs,google-places-farms-expansion-2.json
yes,Elleholms Tomatodling AB,Blekinge,,"Forsbackavägen 236, 375 90 Mörrum, Sverige",https://elleholmstomater.se/,0454-512 88,grönsaker,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: 12:00–16:00, torsdag: 12:00–16:00, fredag: 12:00–16:00, lördag: Stängt, söndag: Stängt",,4.3,25,google-places:gårdsförsäljning,ChIJNUhhXAKbVkYRBDle5XzXnug,google-places-farms-expansion-2.json
no,Elsas lilla krog,Blekinge,Karlskrona,"Ronnebygatan 30, 371 32 Karlskrona, Sverige",https://www.elsaskrog.se/,0455-32 44 32,annat,yes,yes,"måndag: 11:00–21:00, tisdag: 11:00–21:00, onsdag: 11:00–21:00, torsdag: 11:00–22:00, fredag: 11:00–22:00, lördag: 11:00–22:00, söndag: 12:00–21:00",,4.4,887,google-places:gårdscafé,ChIJLwVoGVVsVkYRz-_WZHzCv1Q,google-places-farms-expansion-2.json
no,Espresso House Karlskrona Amiralen,Blekinge,,"Stationsvägen 10, 371 62 Lyckeby, Sverige",http://www.espressohouse.com/,076-521 93 25,annat,yes,yes,"måndag: 09:30–19:00, tisdag: 09:30–19:00, onsdag: 09:30–19:00, torsdag: 09:30–19:00, fredag: 09:30–19:00, lördag: 09:30–18:00, söndag: 09:30–18:00",,4,185,google-places:gårdscafé,ChIJVUGcYp5sVkYRZfdWL9qpWAI,google-places-farms-expansion-3.json
yes,Fiddekulla Trädgård,Blekinge,,"Fiddekulla 118, 361 96 Vissefjärda, Sverige",http://www.fiddekullatradgard.se/,073-422 37 30,grönsaker,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 13:00–17:00, fredag: 13:00–17:00, lördag: 11:00–15:00, söndag: Stängt",,4.7,81,google-places:gårdsförsäljning,ChIJZSDOfDBOVkYR4kQK2Jq2Tns,google-places-farms-expansion-2.json
yes,Frida på Staxgård,Blekinge,Sölvesborg,"Yxnarydsvägen 15, 294 93 Sölvesborg, Sverige",https://fridapåstaxgård.se/,073-511 57 36,annat,yes,no,"måndag: 09:00–20:00, tisdag: 09:00–20:00, onsdag: 09:00–20:00, torsdag: 09:00–20:00, fredag: 09:00–20:00, lördag: 09:00–20:00, söndag: 09:00–20:00",,4.5,40,google-places:gårdsbutik,ChIJHVEV-ryZVkYRKqSgL_AbGQ8,google-places-farms-expansion-2.json
no,Fru Hjärnfrö,Blekinge,Ronneby,"Lilla Silpingevägen 32, 372 91 Ronneby, Sverige",https://www.fruhjarnfro.se/,,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 10:00–14:00, fredag: 10:00–14:00, lördag: 10:00–14:00, söndag: 10:00–14:00",,4.7,6,google-places:gårdsförsäljning,ChIJNXw-sTthVkYR6Uc-Wy5fAMQ,google-places-farms-expansion-2.json
no,Glassiären,Blekinge,Karlskrona,"Stortorget 4, 371 12 Karlskrona, Sverige",https://www.facebook.com/Glassi%C3%A4ren-Karlskrona-1728137940740583,070-877 88 78,annat,yes,yes,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: 09:00–18:00",,4.5,1570,google-places:gårdscafé,ChIJlQc4O1VsVkYR6nK6UfhJxB0,google-places-farms-expansion-2.json
yes,Grönsaker Direkt i Blekinge,Blekinge,,"373 53 Ramdala, Sverige",http://gronsakerdirekt.se/,,grönsaker,yes,no,,,5,1,google-places:självplock,ChIJDa3xlnYUVkYRtut3mO_pbSg,google-places-farms-expansion-2.json
yes,Gummagårdens gårdsbutik,Blekinge,Sölvesborg,"Norjevägen 25, 294 76 Sölvesborg, Sverige",https://www.gummagarden.se/,0456-319 65,annat,yes,no,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: 10:00–15:00",,4.6,271,google-places:gårdsbutik,ChIJI02nAhScVkYRSV-Ba6juegQ,google-places-farms-expansion-2.json
no,Gylles Konditori,Blekinge,Karlskrona,"Norra Kungsgatan 22, 371 14 Karlskrona, Sverige",https://www.gylles.se/,0455-31 03 30,annat,yes,yes,"måndag: 06:00–18:00, tisdag: 06:00–18:00, onsdag: 06:00–18:00, torsdag: 06:00–18:00, fredag: 06:00–18:00, lördag: 07:00–15:00, söndag: Stängt",,4.4,272,google-places:gårdscafé,ChIJ4VvDZ1RsVkYRmG3Umfs5QYQ,google-places-farms-expansion-2.json
yes,Gårdsbutik Outdoor Eriksberg,Blekinge,,"Guöviksvägen 234, 374 96 Trensum, Sverige",https://www.eriksberg.se/butiker,0454-56 43 00,annat,yes,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–17:00, söndag: 10:00–17:00",,4.5,336,google-places:gårdsbutik,ChIJIVqWpLWJVkYRj09EVyEdyR4,google-places-farms-expansion-2.json
yes,Hantverksbageriet Christin,Blekinge,Karlshamn,"Drottninggatan 65, 374 36 Karlshamn, Sverige",https://www.konditorichristin.se/,0454-100 36,bakat,yes,yes,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 09:00–16:00, söndag: Stängt",,4.2,706,google-places:gårdscafé,ChIJKylhChqFVkYRDFdDNzanzL8,google-places-farms-expansion-2.json
no,Havsvikens Restaurang,Blekinge,Karlskrona,"Dragsövägen 14, 371 37 Karlskrona, Sverige",http://www.havsviken.se/,073-377 76 70,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 17:00–21:00, fredag: 12:00–14:30, 17:00–21:00, lördag: 12:00–14:30, 17:00–21:00, söndag: 12:00–14:30, 17:00–21:00",,3.7,100,google-places:gårdscafé,ChIJLZWWhb1tVkYR84eZ2mR0Rq0,google-places-farms-expansion-2.json
no,Hiet Kök & Bar,Blekinge,Karlskrona,"Karlskronavägen 26, 372 30 Ronneby, Sverige",http://hietkokobar.se/,,annat,yes,yes,"måndag: Stängt, tisdag: 17:00–22:00, onsdag: 11:30–14:00, 17:00–22:00, torsdag: 11:30–14:00, 17:00–22:00, fredag: 11:30–14:00, 17:00–23:00, lördag: 17:00–23:00, söndag: Stängt",,4.7,95,google-places:gårdscafé,ChIJ_bMI1x1lVkYRL_I9oJOQQvM,google-places-farms-expansion-2.json
yes,Imperial Brygghus,Blekinge,Karlskrona,"Ronnebygatan 38, 371 13 Karlskrona, Sverige",https://imperialbrygghus.se/,070-830 02 18,öl,no,yes,,,3.8,5,google-places:bryggeri,ChIJ6-pV52VtVkYRo0mJ8Bw1xuM,google-places-farms-expansion-2.json
no,Jennies Bakery,Blekinge,Karlshamn,"Ågatan 26, 374 36 Karlshamn, Sverige",http://www.jenniesbakery.com/,,annat,yes,yes,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 08:00–16:00, söndag: Stängt",,4.9,89,google-places:gårdscafé,ChIJV_dua6yFVkYRZd9oVzHc4zw,google-places-farms-expansion-2.json
yes,Kabbegården,Blekinge,,"KABBETORP 803, 385 98 Bergkvara, Sverige",http://kabbegarden.se/,,grönsaker,yes,no,,,4.9,9,google-places:självplock,ChIJV6K8qGU7VkYRcspz4AvXP2k,google-places-farms-expansion-3.json
no,Kafé Måsen,Blekinge,,"Skeppnabbavägen 39, 373 71 Torhamn, Sverige",http://www.kafemasen.se/,073-237 34 04,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 11:00–16:00, fredag: 11:00–23:30, lördag: 11:00–16:00, söndag: 11:00–16:00",,4.3,527,google-places:gårdscafé,ChIJNUV4U9ARVkYRX05jaSM8WQw,google-places-farms-expansion-2.json
yes,Karlskrona Musteri AB,Blekinge,,"Berntorp 114, 373 53 Ramdala, Sverige",http://www.karlskronamusteri.se/,070-825 40 66,vin,no,yes,,,5,2,google-places:musteri,ChIJlXa4w4IUVkYRJBUkHKZBJwg,google-places-farms-expansion-2.json
no,Karlströms Stall & Maskinstation,Blekinge,,"Kråkerum 115, 373 74 Jämjö, Sverige",http://k-sm.se/,070-510 18 50,annat,yes,no,,,4.3,38,google-places:gårdsförsäljning,ChIJebeG0JwWVkYRKq9DTH-gSfw,google-places-farms-expansion-2.json
no,KJ:s Café och restaurang,Blekinge,Ronneby,"Prinsgatan 17, 372 30 Ronneby, Sverige",https://kjsrestaurang.se/,0457-130 06,annat,yes,yes,"måndag: 11:00–14:30, tisdag: 11:00–14:30, onsdag: 11:00–14:30, torsdag: 11:00–14:30, fredag: 11:00–14:30, lördag: Stängt, söndag: 12:00–15:00",,4.4,304,google-places:gårdscafé,ChIJx-14mXpkVkYRiORZUM2PWRU,google-places-farms-expansion-2.json
yes,Kopparsträdets Hembageri,Blekinge,Sölvesborg,"Repslagaregatan 4, 294 31 Sölvesborg, Sverige",https://www.kopparstradetshembageri.se/,0456-260 23,bakat,yes,yes,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 07:00–15:00, söndag: Stängt",,4.2,187,google-places:gårdscafé,ChIJexH5cKYgVEYR9Y1PECANPi8,google-places-farms-expansion-2.json
no,Kuramat,Blekinge,Karlskrona,"Järavägen 8, 371 50 Karlskrona, Sverige",https://kuramat.se/,076-888 94 24,annat,no,no,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–16:00, söndag: 10:00–16:00",,4.8,31,google-places:lokal producent mat,ChIJ6wiZVQBrVkYRTBlfYsCS5QU,google-places-farms-expansion-2.json
no,Lantluft Café och Boende,Blekinge,,"Orranäs 426, 373 75 Jämjö, Sverige",http://www.lantluft.com/,073-531 99 56,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 12:00–16:00, söndag: 12:00–16:00",,4.8,53,google-places:gårdscafé,ChIJ6SCTImkXVkYRQWwStjK8ZUI,google-places-farms-expansion-2.json
no,Lantmännen Maskin AB,Blekinge,Karlskrona,"Uranvägen 1, 371 49 Karlskrona, Sverige",http://www.lantmannenmaskin.se/,010-556 07 40,annat,no,no,"måndag: 07:00–16:30, tisdag: 07:00–16:30, onsdag: 07:00–16:30, torsdag: 07:00–16:30, fredag: 07:00–16:30, lördag: Stängt, söndag: Stängt",,4.5,19,google-places:lokal producent mat,ChIJ_447HHFrVkYR6Na6kTF21as,google-places-farms-expansion-2.json
no,Lennarths Café & Bistro,Blekinge,Karlskrona,"Norra Kungsgatan 3, 371 14 Karlskrona, Sverige",https://www.facebook.com/lennarthscafeochbistro/,0455-31 03 32,annat,yes,yes,"måndag: 11:00–16:00, tisdag: 11:00–16:00, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–18:00, lördag: 11:00–18:00, söndag: Stängt",,4.1,298,google-places:gårdscafé,ChIJX6f6wFRsVkYRbGfO7FtnQc0,google-places-farms-expansion-2.json
no,Ljungsleds Plantskola,Blekinge,,"Svenstorpsvägen 73, 375 91 Mörrum, Sverige",https://www.ljungsled.se/,0454-500 55,annat,yes,no,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–15:00, söndag: 10:00–15:00",,4.5,91,google-places:gårdsförsäljning,ChIJKxPtmVSaVkYREoirufc0hFw,google-places-farms-expansion-2.json
no,Majas konstcafé,Blekinge,,"SANKTA KLARAS VÄG 2, 372 94 Listerby, Sverige",http://www.majaskonstcafe.se/,070-626 12 49,annat,yes,yes,"måndag: Stängt, tisdag: Stängt, onsdag: 12:00–17:00, torsdag: 12:00–17:00, fredag: 12:00–17:00, lördag: 12:00–17:00, söndag: 12:00–17:00",,4.3,122,google-places:gårdscafé,ChIJ70MZhLtvVkYRwmkZ-i7EkkA,google-places-farms-expansion-2.json
yes,Matsagårdens Lantbruks AB,Blekinge,Sölvesborg,"Gammalstorpsvägen 463, 294 92 Sölvesborg, Sverige",https://www.facebook.com/matsagarden,,grönsaker,yes,no,,,4.8,16,google-places:självplock,ChIJByAQLoaeVkYRvbZ-dDSsFbM,google-places-farms-expansion-2.json
