"Petersborgs Gård","Skåne",Smedstorp,"Petersborgs Gård, 273 98 Smedstorp, Sverige",http://www.petersborg.se/,"070-658 98 54","","[""annat""]",1,0,0,,free,0
"REMMARLÖV GÅRDSBRYGGERI AB","Skåne","Remmarlöv","1501, 241 92 Remmarlöv, Sverige",http://remmarlov.se/,"0413-160 45","","[""öl""]",0,1,0,,free,0
"Rydebäcks Gårdsbutik","Skåne","Rydebäck","Nytorpsvägen 90, 257 30 Rydebäck, Sverige",http://www.gardsbutiken.se/,"042-22 11 29","","[""annat""]",1,0,0,,free,0
"Råbytorp Gårdsbutik","Skåne",Lund,"Dalbyvägen 90, 224 78 Lund, Sverige",https://www.rabytorp.se/,"046-14 09 53","","[""annat""]",1,0,0,,free,0
"Sigvard Månsgård & Gårdsbutik","Skåne","Åstorp","Ådalsvägen 112, 265 90 Åstorp, Sverige",http://sigvardmansgard.se/,"070-728 63 51","","[""annat""]",1,0,0,,free,0
"Sjögårdens Café vid Vombsjön","Skåne","Harlösa","SJÖGÅRDEN, 241 65 Harlösa, Sverige",https://www.facebook.com/sjogardenscafe/,"046-600 10","","[""annat""]",1,1,0,,free,0
"Skepparps Vingård","Skåne",Kivik,"Verkaåvägen 56, 277 37 Kivik, Sverige",http://www.skepparpsvingard.se/,"070-577 19 10","","[""vin""]",0,1,0,,free,0
"Skogslidens Gårdsbutik","Skåne",Tollarp,"Ilnestorpsvägen 115, 298 91 Tollarp, Sverige",https://skogslidensgardsbutik.se/,"070-991 78 75","","[""annat""]",1,0,0,,free,0
"Skogsträdgårdens växter","Skåne","Höör","Jularp 124, 243 93 Höör, Sverige",https://www.skogstradgardensvaxter.se/,"076-863 54 34","","[""grönsaker""]",0,0,0,,free,0
"Skottorps Mejeri","Skåne",Laholm,"Skot­torps Slott, 312 96 Laholm, Sverige",https://skottorpsmejeri.se/,"076-620 10 80","","[""mejeri""]",0,0,0,,free,0
"Skånehill Gård","Skåne",Kvidinge,"Östra Storgatan 99, 260 60 Kvidinge, Sverige",http://www.skanehill.se/,"070-856 96 37","","[""annat""]",1,0,0,,free,0
"Slottsmagnolian trädgårdsbutik AB","Skåne","Sjöbo","Harlösavägen 585-15, 275 94 Sjöbo, Sverige",http://slottsmagnolian.se/,"073-583 53 41","","[""grönsaker""]",1,0,0,,free,0
"Slottsträdgårdens Kafé","Skåne","Malmö","Malmöhusvägen 8, 211 18 Malmö, Sverige",http://www.slottstradgardenskafe.se/,"","","[""grönsaker""]",1,1,0,,free,0
"Slättarps gård","Skåne",Skegrie,"Slättarps Gård, 231 69 Skegrie, Sverige",http://www.slattarpsgard.se/,"","","[""annat""]",1,1,0,,free,0
"Snårestad Vingård","Skåne",Ystad,"Snårestad Lyckeväg 121, 271 93 Ystad, Sverige",http://snarestadvin.se/kontakt/,"070-412 88 33","","[""vin""]",0,1,0,,free,0
"Solåkra Gård","Skåne","Köinge","6903, 242 92 Köinge, Sverige",http://solakragard.se/,"073-844 27 09","","[""annat""]",1,0,0,,free,0
"Spendrups Bryggeri AB","Skåne",Lund,"Lundbygatan 14, 621 41 Visby, Sverige",https://www.spendrups.se/,"0498-21 96 55","","[""öl""]",0,1,0,,free,0
"Stora Berg Självplock, Kafé & pizzeria - Hallands Bär","Skåne",Getinge,"Stora BERG 110, 305 75 Getinge, Sverige",http://www.hallandsbar.se/,"073-252 17 40","","[""grönsaker"",""bär""]",1,0,0,,free,0
"Strömbecks Gårdsslakt & Chark","Skåne","Brösarp","ILLSTORP 904, 273 57 Brösarp, Sverige",http://www.strombecks.se/,"0417-261 28","","[""kött""]",0,0,0,,free,0
"Sunnantorps gård","Skåne",Stehag,"SUNNANTORP 2, 241 75 Stehag, Sverige",http://www.sunnantorpsgard.se/,"070-412 46 11","","[""annat""]",1,0,0,,free,0
"Sånnagården AB","Skåne",Kvidinge,"Sånna Byväg 35, 265 72 Kvidinge, Sverige",http://www.sannagarden.se/,"0435-204 50","","[""grönsaker""]",1,0,0,,free,0
"Sövde Musteri","Skåne","Sövde","Sövdeborgsvägen 36, 275 96 Sövde, Sverige",http://www.sovdemusteri.se/,"0416-160 01","","[""vin"",""grönsaker""]",1,0,0,,free,0
"Thora Vingård","Skåne","Båstad","Dalen 22, 269 95 Båstad, Sverige",http://www.thoravingard.com/,"0431-41 11 16","","[""vin""]",0,1,0,,free,0
"Tolånga 17 - gårdsbutik","Skåne","Sjöbo","Stora Tolångavägen 99-20, 275 92 Sjöbo, Sverige",http://www.tolanga17.se/,"0416-140 50","","[""annat""]",1,0,0,,free,0
"Tosterups Gård AB","Skåne",Tomelilla,"Tosterups Gård, 273 91 Tomelilla, Sverige",http://www.tosterup.se/,"070-930 82 76","","[""vin""]",0,1,0,,free,0
"Trädgårds Paletten AB","Skåne","Malmö","Stattenavägen 5, 215 66 Malmö, Sverige",https://www.tradgardspaletten.se/,"040-823 49","","[""grönsaker""]",0,0,0,,free,0
"Tunneberga Gästgifvargård AB","Skåne",Jonstorp,"Jonstorpsvägen 16, 263 71 Jonstorp, Sverige",http://www.tunneberga.se/,"042-36 74 82","","[""annat""]",1,1,0,,free,0
"Törnqvist Handelsträdgård","Skåne","Vinslöv","Vanneberga 3232, 288 90 Vinslöv, Sverige",http://tornblomman.se/,"044-851 51","","[""grönsaker""]",0,0,0,,free,0
"Varalövs Gårdsbutik","Skåne",Helsingborg,"Helsingborgsvägen 434, 262 96 Ängelholm, Sverige",http://www.varalovsgardsbutik.se/,"070-394 44 02","","[""grönsaker""]",1,0,0,,free,0
"Vareböke Bryggeri AB","Skåne","Älmhult","Vareböke 20, 343 94 Älmhult, Sverige",http://www.vareboke.se/,"","","[""öl""]",0,1,0,,free,0
"Vejby Vingård","Skåne",Vejbystrand,"Västra Ljungbyvägen 319, 266 51 Vejbystrand, Sverige",https://www.vejbyvingaard.com/,"070-772 92 59","","[""vin""]",0,1,0,,free,0
"Vellinge Bryggeri","Skåne",Vellinge,"Kompanigatan 18, 235 32 Vellinge, Sverige",https://www.vellingebryggeri.se/,"","","[""öl""]",0,1,0,,free,0
"Vingården i Klagshamn","Skåne",Klagshamn,"Möllevägen 31, 218 51 Klagshamn, Sverige",http://www.vingardeniklagshamn.se/,"","","[""vin""]",0,1,0,,free,0
"Västernäs Handelsträdgård AB","Skåne","Höör","Ekenäsvägen 34, 243 32 Höör, Sverige",http://www.vasternas.se/,"0413-200 45","","[""grönsaker""]",1,0,0,,free,0
"Ängavallens Gårdsbutik","Skåne",Vellinge,"Ängavallensväg 10-0, 235 91 Vellinge, Sverige",http://angavallen.se/,"040-42 32 50","","[""annat""]",1,0,0,,free,0
"Åbergs Handelsträdgård","Skåne",Ystad,"Karlshemsvägen 37, 271 98 Ystad, Sverige",https://www.abergshandelstradgard.se/,"073-404 01 49","","[""grönsaker""]",0,0,0,,free,0
"Åhus Bryggeri & Restaurang Åhus","Skåne","Åhus","Köpmannagatan 6, 296 31 Åhus, Sverige",http://www.ahusbryggeri.se/,"044-140 90 80","","[""öl""]",0,1,0,,free,0
"Åhus Vingård","Skåne","Åhus","Yngsjövägen 226, 296 91 Åhus, Sverige",https://ahusvingard.se/boka-rundtur/,"073-395 87 31","","[""vin""]",0,1,0,,free,0
"Åsgårds Gårdsbutik","Skåne",Lund,"ÅSGÅRD, 273 95 Onslunda, Sverige",http://www.asgard-holkestorp.com/,"076-233 26 20","","[""annat""]",1,0,0,,free,0
"Örnahusens Gårdsbutik","Skåne",Borrby,"Henrik Mårtens väg 4, 276 36 Borrby, Sverige",http://ornahusensgardsbutik.se/,"073-040 25 64","","[""annat""]",1,0,0,,free,0
"Östergårds grönsaker","Skåne","Vinslöv","Vinslöv 1181, 288 33 Vinslöv, Sverige","http://www.östergårdvinslöv.se/","070-838 41 32","","[""grönsaker""]",1,0,0,,free,0
"Österlens Vingårdspark Tygeå","Skåne","Löderup","Sandhammarvägen 253, 276 45 Löderup, Sverige",https://www.sandhammarvin.com/,"","","[""vin""]",0,1,0,,free,0
"Överstekvarn Chili Gotland","Skåne",Lund,"LUMMELUNDA LUMMELUNDSBRUK 102, 621 71 Visby, Sverige",http://www.overstekvarn.se/,"070-769 57 95","","[""annat""]",1,0,0,,free,0
"Bondens Marknad",Stockholm,Stockholm,"Skånegatan 70, 116 37 Stockholm, Sverige",http://bondensegen.com/,"","","[""annat""]",1,0,0,,free,0
"Brunnsvikens Trädgård & Café",Stockholm,Solna,"Ulriksdalsvägen 2, 170 79 Solna, Sverige",http://www.brunnsvikenstradgard.se/,"","","[""grönsaker""]",0,0,0,,free,0
"Bryggeriet Sportbar",Stockholm,Stockholm,"Odengatan 60, 113 22 Stockholm, Sverige",http://www.bryggerietbar.se/,"08-30 04 41","","[""öl""]",0,1,0,,free,0
"Bögs gård",Stockholm,Sollentuna,"MANHUSET, Bögs Gård, 191 62 Sollentuna, Sverige",http://www.bogsgard.se/,"08-35 01 34","","[""annat""]",1,0,0,,free,0
"Dahliaträdgården",Stockholm,Stockholm,"Enskede gårdsväg 14D, 120 47 Enskede Gård, Sverige",http://dahliaentusiasterna.se/,"","","[""grönsaker""]",0,0,0,,free,0
"Edsvikens musteri",Stockholm,Sollentuna,"Sollentunavägen 55, 191 40 Sollentuna, Sverige",http://www.edsvikensmusteri.se/,"073-639 02 23","","[""vin""]",0,1,0,,free,0
"Fias Bryggeri",Stockholm,Stockholm,,,,,[],0,0,0,,free,0
"GLHF Brewery Company AB",Stockholm,Stockholm,"Östermalmsgatan 5, 114 24 Stockholm, Sverige",http://www.glhf.beer/,"076-208 38 51","","[""öl""]",0,1,0,,free,0
"Gamla Enskede Bryggeri",Stockholm,Stockholm,"Bolidenvägen 8, 121 63 Johanneshov, Sverige",https://gamlaenskedebryggeri.se/,"070-229 87 15","","[""öl""]",0,1,0,,free,0
"Grävelsta Gård AB",Stockholm,Vallentuna,"Grävelsta 6, 186 92 Vallentuna, Sverige",http://www.gravelsta.se/,"070-855 69 35","","[""annat""]",1,0,0,,free,0
"Gröna Bigården i Vidja AB",Stockholm,Stockholm,"Grönfinksvägen 35, 123 52 Farsta, Sverige",http://gronabigarden.se/,"070-721 35 46","","[""honung""]",0,0,0,,free,0
"Gårdsbutik Gabis granna Grönsaker, kött och chark",Stockholm,"Norrtälje","Storbolsvägen 10, 762 96 Rånäs, Sverige",http://www.gabis.website/,"073-656 70 89","","[""kött"",""grönsaker""]",1,0,0,,free,0
"Gårdsmejeriet Sanda",Stockholm,Haninge,"Klockarlötsvägen 5, 137 95 Österhaninge, Sverige",http://gardsmejerietsanda.se/,"070-729 58 38","","[""mejeri""]",1,0,0,,free,0
"Gårdssällskapet",Stockholm,Sundbyberg,"Stationsgatan 6C, 172 68 Sundbyberg, Sverige",http://www.gardssallskapet.se/,"077-533 30 77","","[""annat""]",1,0,0,,free,0
"Herbarium_ Rosendals Trädgård restaurang & trädgårdsbar",Stockholm,Stockholm,"Rosendalsterrassen 12, 115 21 Stockholm, Sverige",https://www.rosendalstradgard.se/,"08-545 812 70","","[""grönsaker""]",1,1,0,,free,0
"Herrängens Gård",Stockholm,Stockholm,"Segeltorpsvägen 49-51, 125 53 Älvsjö, Sverige",http://www.herrangensgard.se/,"08-646 38 03","","[""annat""]",1,0,0,,free,0
"Hufvudsta Gård Boutique House | Konferens Stockholm | Matlagningskurs | Restaurang",Stockholm,Solna,"Hufvudsta Gård, 171 73 Solna, Sverige",http://www.hufvudstagard.se/,"08-446 64 30","","[""annat""]",1,0,0,,free,0
"Högberga Vinfabrik",Stockholm,"Lidingö","Höguddsvägen 28, 181 62 Lidingö, Sverige",http://www.vinfabrik.se/,"070-649 39 70","","[""vin""]",0,1,0,,free,0
"Kanaans Trädgårdscafé",Stockholm,Stockholm,"Kanaans väg 83, 168 44 Bromma, Sverige",https://kanaans.se/,"","","[""grönsaker""]",1,1,0,,free,0
"Kvarnnibble Butik och Musteri",Stockholm,Upplands-Bro,"Karltomtavägen 2, 197 93 Bro, Sverige",http://www.kvarnnibble.se/,"073-321 08 15","","[""vin""]",1,0,0,,free,0
"Lidingö Musteri & Fiket",Stockholm,"Lidingö","Grönsta Prästgård 8, 181 46 Lidingö, Sverige",http://www.lidingomusteri.se/,"","","[""vin""]",0,1,0,,free,0
"Lovö Prästgård",Stockholm,"Ekerö","Lovön, 178 93 Drottningholm, Sverige",http://lovoprastgard.se/,"","","[""annat""]",1,0,0,,free,0
"Macken Bryggeri",Stockholm,Solna,"Gustafsvägen 9, 169 58 Solna, Sverige",http://mackenbryggeri.se/,"","","[""öl""]",0,1,0,,free,0
"Malma Gård AB",Stockholm,"Värmdö","Malmavägen 1, 139 60 Värmdö, Sverige",http://www.malma-gard.se/,"070-371 36 00","","[""annat""]",1,0,0,,free,0
"Nacka Bryggeri",Stockholm,Nacka,"Brantvägen 3, 133 42 Saltsjöbaden, Sverige",http://www.nackabryggeri.se/,"070-493 19 32","","[""öl""]",0,1,0,,free,0
"Nibble Trädgård och Gårdsbutik",Stockholm,"Södertälje","Nibble 12, 153 91 Järna, Sverige",https://www.nibblehandelstradgard.se/,"","","[""grönsaker""]",1,0,0,,free,0
"Nora gård- loppis, café & gårdsbutik",Stockholm,"Värmdö","Noravägen 17, 139 56 Värmdö, Sverige",https://www.facebook.com/gardsloppisenpanoragard/,"073-735 11 11","","[""annat""]",1,0,0,,free,0
"Nya Carnegiebryggeriet",Stockholm,Stockholm,"Ljusslingan 15-17, 120 64 Stockholm, Sverige",https://www.nyacarnegiebryggeriet.se/,"070-219 81 55","","[""öl""]",0,1,0,,free,0
"Orchis - Gårdsbutiken i Stan",Stockholm,Stockholm,"Hälsingegatan 7, 113 23 Stockholm, Sverige",http://www.orchis.se/,"08-31 04 50","","[""annat""]",1,0,0,,free,0
"PKLK Bryggeri",Stockholm,Stockholms,"Fraktflygargatan 2, 128 30 Skarpnäck, Sverige",http://www.pklkbryggeri.se/,"070-617 72 62","","[""öl""]",0,1,0,,free,0
"PangPang Brewery Hökarängen - Endast Sommaröppet - Hornstull öppet året runt!",Stockholm,Stockholm,"Stadsbudsvägen 1, 123 58 Farsta, Sverige",https://www.pangpangbrewery.se/,"","","[""öl""]",0,1,0,,free,0
"Proviant Humlegården",Stockholm,Stockholm,"Humlegårdsgatan 26, 102 41 Stockholm, Sverige",https://www.provianthumlegarden.se/,"","","[""annat""]",0,0,0,,free,0
"Resta Gårdsbutik",Stockholm,Stockholm,"Västerlånggatan 53, 111 29 Stockholm, Sverige",http://restagard.se/,"","","[""annat""]",1,0,0,,free,0
"Resta gård",Stockholm,"Enköping","NYSÄTRA RESTA GÅRD 13, 749 63 Örsundsbro, Sverige",http://www.restagard.se/,"0171-46 62 80","","[""annat""]",1,0,0,,free,0
"Rosendals Trädgård",Stockholm,Stockholm,"Rosendalsterrassen 12, 115 21 Stockholm, Sverige",http://www.rosendalstradgard.se/,"","","[""grönsaker""]",1,0,0,,free,0
"Rosendals Trädgårdskafé",Stockholm,Stockholm,"Rosendalsterrassen 12, 115 21 Stockholm, Sverige",https://www.rosendalstradgard.se/,"","","[""grönsaker""]",1,1,0,,free,0
"Rosenhills Trädgård och Musteri",Stockholm,"Ekerö","Nyckelbyvägen 22, 178 90 Ekerö, Sverige",http://www.rosenhill.nu/,"","","[""vin"",""grönsaker""]",1,0,0,,free,0
"Roslagens Musteri AB",Stockholm,"Österåker","Stationsvägen 26, 184 50 Åkersberga, Sverige",http://www.roslagensmusteri.se/,"073-319 74 07","","[""vin""]",0,1,0,,free,0
"SV Gårdskök",Stockholm,Stockholm,"Sturegatan 62, 114 36 Stockholm, Sverige",http://www.svgardskok.se/,"08-661 20 50","","[""annat""]",1,1,0,,free,0
"Skillebyholms Gårdsbutik",Stockholm,"Södertälje","Skillebyholm, 153 91 Järna, Sverige",https://www.skillebyholm.com/g%C3%A5rdsbutik-38534704,"08-551 571 96","","[""annat""]",1,0,0,,free,0
"Smakverkstan Bryggeri",Stockholm,Stockholm,"Rimmargatan 16, 167 71 Bromma, Sverige",https://www.smakverkstan.se/,"070-999 84 70","","[""öl""]",0,1,0,,free,0
"Smisken Brewery",Stockholm,Stockholm,"Bokhållarvägen 19, 123 54 Farsta, Sverige",https://www.smiskenbrewery.se/,"070-520 24 76","","[""annat""]",0,0,0,,free,0
"Stegsholms gård",Stockholm,Haninge,"Gålövägen 26, 137 96 Gålö, Sverige",http://www.stegsholmsgard.se/,"070-237 89 36","","[""annat""]",1,0,0,,free,0
"Stiftelsen Rosendals Trädgård",Stockholm,Stockholm,"Rosendalsterrassen 12, 115 21 Stockholm, Sverige",https://www.rosendalstradgard.se/,"","","[""grönsaker""]",1,1,0,,free,0
"Säby Gård, Ingarö",Stockholm,"Värmdö","Säby Gård, Mickes Lantbruksentreprenad AB, Säby Gårdsprodukter AB, Lilla Barnviksvägen, 134 65 Ingarö, Sverige",http://www.sabygardingaro.se/,"070-579 77 44","","[""annat""]",1,0,0,,free,0
"Thorslunda självplock",Stockholm,Sundbybergs,"Torslunda gårdsväg, 179 96 Svartsjö, Sverige",http://www.thorslunda.se/,"","","[""grönsaker""]",1,0,0,,free,0
"Trädgård på spåret",Stockholm,Stockholm,"118 60 Stockholm, Sverige",http://www.pasparet.org/,"","","[""grönsaker""]",0,0,0,,free,0
"Tullinge musteri",Stockholm,Botkyrka,"Rålambsvägen 3, 146 38 Tullinge, Sverige",http://www.tullingemusteri.se/,"070-638 74 82","","[""vin""]",0,1,0,,free,0
"Villa Berglidens Äppelmusteri",Stockholm,Haninge,"Norrbyvägen 88, 136 73 Vendelsö, Sverige",https://vbappelmusteri.se/,"070-070 06 84","","[""vin""]",0,1,0,,free,0
"Viltverket @ Resta Gårdsbutik",Stockholm,Stockholm,"Västerlånggatan 53, 111 29 Stockholm, Sverige",https://www.viltverket.se/,"","","[""kött""]",1,0,0,,free,0
"Väddö Gårdsmejeri - Gårdsbutik & Café",Stockholm,"Norrtälje","Hammarbyvägen 34, 764 91 Väddö, Sverige",http://www.vaddogardsmejeri.se/,"0176-501 03","","[""mejeri""]",1,0,0,,free,0
"Värmdö Musteri AB",Stockholm,"Värmdö","Leveransvägen 15, 134 39 Gustavsberg, Sverige",http://www.varmdomusteri.se/,"070-857 12 00","","[""vin""]",0,1,0,,free,0
"Wild@Eating Krog, gårdsbutik och Catering",Stockholm,Stockholms,"Riksrådsvägen 21, 128 38 Skarpnäck, Sverige",http://www.wildatnature.se/,"076-526 48 54","","[""annat""]",1,0,0,,free,0
"Wolraths Bryggeri",Stockholm,Sundbyberg,"Tulegatan 58A, 172 72 Sundbyberg, Sverige",https://www.wolrathsbryggeri.com/,"","","[""öl""]",0,1,0,,free,0
"Ängsgläntans Gårdsbutik",Stockholm,Stockholm,"Nordenflychtsvägen 87, 112 16 Stockholm, Sverige",https://www.angsglantan.se/,"070-686 84 64","","[""annat""]",1,0,0,,free,0
"Ågesta Gårdscafe",Stockholm,Stockholm,"Vidjavägen 9, 123 52 Farsta, Sverige",https://agestaridskola.se/gardscafe-och-butik/,"08-94 15 61","","[""annat""]",1,1,0,,free,0
"Ölkemi Bryggeri",Stockholm,Stockholm,"Rutger Fuchsgatan 5, 116 67 Stockholm, Sverige",https://olkemi.se/,"","","[""öl""]",0,1,0,,free,0
"Österby Gårdsbutik",Stockholm,Sigtuna,"Vassundavägen 243, 193 91 Sigtuna, Sverige",http://www.osterbygard.se/,"073-599 68 28","","[""annat""]",1,0,0,,free,0
"Arkadien Mat & trädgård","Södermanland",Gnesta,"Hällesta Erikslund, 646 92 Gnesta, Sverige",https://www.arkadien.co/,"076-865 65 20","","[""grönsaker""]",1,1,0,,free,0
"BLACKSTA GÅRDSBUTIK","Södermanland",Flen,"STORBERG, BLACKSTABY, 642 95 Flen, Sverige",http://www.blackstavingard.se/,"070-279 62 20","","[""annat""]",1,0,0,,free,0
"Bergs Gård Gårdsbutik","Södermanland",Trosa,"Bergs Gård Stora Huset 1, 619 95 Västerljung, Sverige",https://www.bergsgard.se/gardsbutik/,"","","[""annat""]",1,0,0,,free,0
"Bergs Gård MTB Arena","Södermanland",Trosa,"Bergs Gård, 619 95 Västerljung, Sverige",https://www.bergsgard.se/,"","","[""annat""]",1,1,0,,free,0
"Bergs Gård Veras Café","Södermanland",Trosa,"Bergs Gård MTB Arena, 619 95 Västerljung, Sverige",https://www.bergsgard.se/,"","","[""annat""]",1,1,0,,free,0
"Björkeby Musteri","Södermanland",Mariefred,"Mariefred, Björkeby Gård, 647 91 Mariefred, Sverige",http://bjorkebymusteri.se/,"070-150 78 54","","[""vin""]",1,0,0,,free,0
"Blacksta Vingård","Södermanland",Flen,"Blackstaby 1, 642 95 Flen, Sverige",https://blackstavingard.se/,"070-279 62 20","","[""vin""]",0,1,0,,free,0
"Bryggeri Stenstugan","Södermanland","Nyköpings","LYCKAN, STENSTUGAN, 611 96 Jönåker, Sverige",https://bryggeristenstugan.se/,"073-037 92 99","","[""öl""]",0,1,0,,free,0
"Bryggeriet Bar & bistro","Södermanland",Flen,"Sparreholmsvägen 33 B, 642 91 Flen, Sverige",https://allatidersskebo.se/sidor/bryggerietbarobistro,"0157-300 00","","[""öl""]",0,1,0,,free,0
"Båltsnäs gård","Södermanland",Katrineholm,"Katrineholm Båltsnäs 3, 641 92 Katrineholm, Sverige",http://www.viltogardsprodukter.se/,"070-885 11 73","","[""annat""]",1,0,0,,free,0
"Café Grassagården","Södermanland","Strängnäs","Kvarngatan 2, 645 30 Strängnäs, Sverige",http://www.cafe-grassagarden.se/,"073-744 86 02","","[""annat""]",1,1,0,,free,0
"Café Tingsgården","Södermanland",Eskilstuna,"Rådhustorget 2, 633 40 Eskilstuna, Sverige",https://m.facebook.com/cafetingsgarden/?locale2=sv_SE,"016-14 20 70","","[""annat""]",1,1,0,,free,0
"Ekenäs Trädgård AB","Södermanland",Flen,"Ekenäs Trädgård, 642 95 Flen, Sverige",http://ekenastradgard.se/,"070-664 42 20","","[""grönsaker""]",1,0,0,,free,0
"Granerfeldts Trädgårdscenter","Södermanland",Eskilstuna,"Ostra 12, 635 08 Eskilstuna, Sverige",http://www.granerfeldt.se/,"073-071 70 08","","[""grönsaker""]",1,0,0,,free,0
"Gårdshuset Selaön AB","Södermanland","Strängnäs","Tomta, 645 97 Stallarholmen, Sverige",https://www.gardshusetab.se/,"070-533 40 34","","[""annat""]",1,1,0,,free,0
"Gårdshuset på Äleby","Södermanland","Strängnäs","Äleby gård, 645 97 Stallarholmen, Sverige",https://www.aleby.com/gardshuset-pa-aleby/,"070-533 40 34","","[""annat""]",1,1,0,,free,0
"Hornuddens trädgård","Södermanland","Strängnäs","Aspö Hornudden 1, 645 93 Strängnäs, Sverige",http://www.hornudden.net/,"0152-326 18","","[""grönsaker""]",1,0,0,,free,0
"Högtorp gårdsbutik","Södermanland",Flens,"Annebergsvägen 2, 648 31 Hälleforsnäs, Sverige",http://www.hogtorp.se/,"070-577 22 08","","[""annat""]",1,0,0,,free,0
"Ingvaldstorps Trädgård","Södermanland",Katrineholm,"Ingvallstorp 1, 641 93 Katrineholm, Sverige",http://www.ingvaldstorp.se/,"0150-320 02","","[""grönsaker""]",1,0,0,,free,0
"Julita Gård","Södermanland",Katrineholms,"42XV+79, Julita gård, 643 98 Julita, Sverige",https://www.julitagard.se/,"08-519 545 50","","[""annat""]",1,1,0,,free,0
"Järna Musteri","Södermanland","Södertälje","KOPPARTORP 12, 153 95 Järna, Sverige",http://www.jarnamusteri.se/,"076-941 57 10","","[""vin""]",0,1,0,,free,0
"Jürss Mejeri","Södermanland",Flens,"Gjutmästarbacken 1, 648 31 Hälleforsnäs, Sverige",https://jurssmejeri.se/,"0157-141 10","","[""mejeri""]",0,0,0,,free,0
"Kilfröslunda gård","Södermanland","Strängnäs","Kilfröslunda 5, 645 96 Stallarholmen, Sverige",https://www.facebook.com/people/Kilfr%C3%B6slunda-g%C3%A5rd/100052005942866/,"070-260 68 46","","[""annat""]",1,0,0,,free,0
"Krogstorps gård","Södermanland",Gnesta,"Krogstorp 2, 646 94 Björnlunda, Sverige",http://www.krogstorp.se/,"","","[""annat""]",1,0,0,,free,0
"Kungsbergs gård AB","Södermanland","Strängnäs","Kungsberg, 645 92 Strängnäs, Sverige",https://www.facebook.com/share/1BgccXUXP4/,"072-366 74 96","","[""annat""]",1,0,0,,free,0
"Kvillinge Gårdsbutik","Södermanland","Norrköpings","Kvillinge prästgård 3, 616 34 Åby, Sverige",http://www.kvillingegardsbutik.se/,"070-048 56 51","","[""annat""]",1,0,0,,free,0
"Lida gård","Södermanland",Flen,"LIDA GÅRD, STENHAMMAR, 642 92 Flen, Sverige",http://www.lidagardflen.se/,"0157-76 83 51","","[""annat""]",1,0,0,,free,0
"Lindgårdens bigårdar","Södermanland","Nyköpings","Lindvägen 4, 611 74 Tystberga, Sverige",https://www.aastromberg.se/,"0155-22 35 50","","[""honung""]",1,0,0,,free,0
"Lindholms Gård","Södermanland",Eskilstuna,"635 04 Eskilstuna, Sverige",https://www.lindholmsgard.com/,"070-825 03 81","","[""annat""]",1,0,0,,free,0
"Lista - Åsby Gård","Södermanland",Eskilstuna,"Lista-Åsby Gård 2, 635 14 Eskilstuna, Sverige",https://lindaschilen.se/asby-gard/,"070-412 02 80","","[""annat""]",1,0,0,,free,0
"Lövnäs Bryggeri","Södermanland","Södertälje","Lövnäs, 153 93 Mörkö, Sverige",http://www.lovnasbryggeri.se/,"070-412 42 83","","[""öl""]",0,1,0,,free,0
"Morrarö odlingar & nöjen","Södermanland","Strängnäs","MORRARÖ 2, 645 93 Strängnäs, Sverige",http://www.morraro.se/,"070-444 31 52","","[""grönsaker""]",1,0,0,,free,0
"Möllys Bryggeri","Södermanland",Eskilstuna,"Klostergatan 15, 633 52 Eskilstuna, Sverige",https://mollyscraftbeer.se/,"","","[""öl""]",0,0,0,,free,0
"Nornir Brewery AB","Södermanland",Eskilstuna,"Kungsgatan 20, 632 18 Eskilstuna, Sverige",https://nornirbrewery.se/,"016-544 05 75","","[""öl""]",0,1,0,,free,0
"Schweizeri Callanderska Gården - Mariefreds trädgårdscafé","Södermanland",Mariefred,"Kyrkogatan 1, 647 30 Mariefred, Sverige",https://callanderska.se/,"0159-347 50","","[""grönsaker""]",1,1,0,,free,0
"Sjöholms Gård","Södermanland",Katrineholm,"641 94 Katrineholm, Sverige",https://sjoholmsgard.se/,"070-718 00 31","","[""annat""]",1,0,0,,free,0
"Skirfalls jordgubbsodling","Södermanland",Eskilstuna,"Skirfalls gård 4, 635 19 Eskilstuna, Sverige",http://www.skirfallsjordgubbsodling.se/,"","","[""grönsaker"",""bär""]",1,0,0,,free,0
"Smakgården","Södermanland",Flens,"Annebergsvägen 2, 648 31 Hälleforsnäs, Sverige",http://www.smakgarden.se/,"0157-74 04 48","","[""annat""]",1,0,0,,free,0
"Smedjans trädgård - Handelsträdgård i Mariefred","Södermanland",Mariefred,"Smedjans trädgård, 647 31 Mariefred, Sverige",http://www.smedjanstradgard.se/,"0159-101 09","","[""grönsaker""]",1,0,0,,free,0
"Solby gård","Södermanland",Eskilstuna,"SOLBY GÅRD 1, 635 09 Eskilstuna, Sverige",https://www.solbygard.se/,"073-773 90 84","","[""annat""]",1,0,0,,free,0
"Stjärnhovs kaningård","Södermanland",Gnesta,"HAGALUND 1, 646 51 Stjärnhov, Sverige",http://stjarnhov-kanin.se/,"070-221 61 46","","[""annat""]",1,0,0,,free,0
"Stora Sundby Gårdsbutik","Södermanland",Eskilstuna,"Gård, 635 35 Stora Sundby, Sverige",http://www.storasundby.com/,"","","[""annat""]",1,0,0,,free,0
"Sörbro gård","Södermanland","Södertälje","SÖRBRO 4, 153 96 Mölnbo, Sverige",https://sorbrogard.com/,"","","[""mejeri""]",0,0,0,,free,0
